abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
"The coronavirus dominated voters’ thinking, but those concerned about rising infections sided with Joseph R. Biden Jr. while those who wanted the economy open went for President Trump.",https://www.nytimes.com/2020/11/03/us/politics/exit-polls.html,"The coronavirus dominated voters’ thinking, but those concerned about rising infections sided with Joseph R. Biden Jr. while those who wanted the economy open went for President Trump.","As the country faces a dual national crisis — a monthslong pandemic and economic devastation — voters were deeply divided on what mattered more: containing the coronavirus or hustling to rebuild the economy, according early exit polls and voter surveys released Tuesday.",A,15,The New York Times,"[{'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Polls and Public Opinion', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'United States Economy', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Edison Research', 'rank': 8, 'major': 'N'}]",2020-11-04 02:32:03+00:00,article,Politics,U.S.,Politics,News,nyt://article/206a2fbb-751b-55b7-9df8-0febaf1c71cd,876,nyt://article/206a2fbb-751b-55b7-9df8-0febaf1c71cd,Exit Polls Showed the Vote Came Down to the Pandemic Versus the Economy,,,Exit Polls Show Stark Partisan Divide on Whether Virus or Economy Is Top Issue,,,,By Jennifer Medina and Giovanni Russonello,"[{'firstname': 'Jennifer', 'middlename': None, 'lastname': 'Medina', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Giovanni', 'middlename': None, 'lastname': 'Russonello', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
"Senator Cory Gardner, a first-term Republican, had trailed throughout the race as his state increasingly tilted toward Democrats.",https://www.nytimes.com/2020/11/03/us/politics/colorado-hickenlooper.html,"Senator Cory Gardner, a first-term Republican, had trailed throughout the race as his state increasingly tilted toward Democrats.","Former Gov. John Hickenlooper defeated Senator Cory Gardner on Tuesday in the high-profile fight for Colorado’s Senate seat, securing a victory essential to Democrats’ push to take the Senate majority.",,,The New York Times,"[{'name': 'persons', 'value': 'Hickenlooper, John W', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Gardner, Cory S', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elections, Senate', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Colorado', 'rank': 5, 'major': 'N'}]",2020-11-04 02:45:20+00:00,article,Washington,U.S.,Politics,News,nyt://article/c5dc1ac9-c6ac-5471-b211-afd86c718e33,855,nyt://article/c5dc1ac9-c6ac-5471-b211-afd86c718e33,"Hickenlooper Ousts Gardner in Colorado, Handing Democrats Crucial Senate Seat",,,,,,,By Carl Hulse,"[{'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Former Gov. John Hickenlooper of Colorado defeated Senator Cory Gardner on Tuesday, becoming the first Democrat to flip a Senate seat this cycle in the party’s quest to retake the Senate majority.",https://www.nytimes.com/2020/11/03/us/politics/hickenlooper-becomes-the-first-democrat-to-flip-a-senate-seat-tonight.html,,"Former Gov. John Hickenlooper of Colorado defeated Senator Cory Gardner on Tuesday, becoming the first Democrat to flip a Senate seat this cycle in the party’s quest to retake the Senate majority.",,,The New York Times,[],2020-11-04 02:53:23+00:00,article,Politics,U.S.,Politics,News,nyt://article/146ea3c0-f73f-5852-841a-7f97630f4345,224,nyt://article/146ea3c0-f73f-5852-841a-7f97630f4345,Hickenlooper becomes the first Democrat to flip a Senate seat tonight.,,,,,,,By Emily Cochrane and Carl Hulse,"[{'firstname': 'Emily', 'middlename': None, 'lastname': 'Cochrane', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
"Her challenger had collected $10 million, but Ms. Ocasio-Cortez still coasted to an easy win, creating speculation about her future political ambitions.",https://www.nytimes.com/2020/11/03/nyregion/ny-house-aoc.html,"Her challenger had collected $10 million, but Ms. Ocasio-Cortez still coasted to an easy win, creating speculation about her future political ambitions.","Representative Alexandria Ocasio-Cortez of New York sailed to an overwhelming victory on Tuesday over a first-time Republican challenger who, despite his long-shot credentials, raised more than $10 million to make the race the second most expensive House contest in the country.",A,13,The New York Times,"[{'name': 'persons', 'value': 'Ocasio-Cortez, Alexandria', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Elections, House of Representatives', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'New York State', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2024', 'rank': 6, 'major': 'N'}]",2020-11-04 03:13:27+00:00,article,Metro,New York,,News,nyt://article/a278d77a-860a-57fa-b3da-6d0f24c077e4,849,nyt://article/a278d77a-860a-57fa-b3da-6d0f24c077e4,Ocasio-Cortez Wins 2nd Term in Costly Loss for Republicans,,,Ocasio-Cortez Enhances Status as a Rising Star,,,,By Jeffery C. Mays,"[{'firstname': 'Jeffery', 'middlename': 'C.', 'lastname': 'Mays', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Marjorie Taylor Greene’s victory in Georgia underscores an uncomfortable truth for Republicans: The 2020 election brought QAnon into their party.,https://www.nytimes.com/2020/11/03/us/politics/qanon-candidates-marjorie-taylor-greene.html,Marjorie Taylor Greene’s victory in Georgia underscores an uncomfortable truth for Republicans: The 2020 election brought QAnon into their party.,"QAnon scored its first national political victory on Tuesday when Marjorie Taylor Greene, a supporter of the convoluted pro-Trump conspiracy theory, won a House seat in Georgia, bringing into the halls of Congress an online movement that has inspired real-world violence and been branded a potential domestic terrorism threat by the F.B.I.",A,25,The New York Times,"[{'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'QAnon', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elections, House of Representatives', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Conspiracy Theories', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Greene, Marjorie Taylor (1974- )', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Fringe Groups and Movements', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Boebert, Lauren', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 9, 'major': 'N'}]",2020-11-04 03:35:16+00:00,article,Politics,U.S.,Politics,News,nyt://article/bba0ad8b-affa-5c93-9009-5320fcb3e881,1288,nyt://article/bba0ad8b-affa-5c93-9009-5320fcb3e881,A QAnon Supporter Is Headed to Congress,,,A QAnon Supporter Is Headed to Congress,,,,By Matthew Rosenberg,"[{'firstname': 'Matthew', 'middlename': None, 'lastname': 'Rosenberg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"CNN, Fox News, MSNBC and the broadcast networks said they would take a prudent approach on election night — and they largely kept their word.",https://www.nytimes.com/2020/11/03/business/media/media-coverage-election-night.html,"CNN, Fox News, MSNBC and the broadcast networks said they would take a prudent approach on election night — and they largely kept their word.",Call it the Great Wait.,A,24,The New York Times,"[{'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'News and News Media', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Fox News Channel', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'MSNBC', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'NBC News', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'CNN', 'rank': 7, 'major': 'N'}]",2020-11-04 04:10:32+00:00,article,Business,Business Day,Media,News,nyt://article/645dbe8a-5ffb-5d1d-a222-60c5c94d8c11,777,nyt://article/645dbe8a-5ffb-5d1d-a222-60c5c94d8c11,Wary TV Networks Refrained From Early Calls of Battleground States,,,"This Time, Wary Networks Held Back on Early Calls in Battleground States",,,,By Michael M. Grynbaum and John Koblin,"[{'firstname': 'Michael', 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"President Trump won a series of key battlegrounds early on Wednesday morning, including Florida, Ohio and Iowa, as Joseph R. Biden Jr. expressed confidence he would ultimately prevail across key Northern states and Arizona as the presidential contest turned into a state-by-state slog that could drag deeper into the week.",https://www.nytimes.com/2020/11/03/us/elections/biden-conveys-confidence-and-asks-for-patience-as-votes-are-counted-in-crucial-battlegrounds.html,,"President Trump won a series of key battlegrounds early on Wednesday morning, including Florida, Ohio and Iowa, as Joseph R. Biden Jr. expressed confidence he would ultimately prevail across key Northern states and Arizona as the presidential contest turned into a state-by-state slog that could drag deeper into the week.",,,The New York Times,[],2020-11-04 04:33:28+00:00,article,Politics,U.S.,Elections,News,nyt://article/24e126fe-08b1-5e8d-b6ab-890330b1d37b,618,nyt://article/24e126fe-08b1-5e8d-b6ab-890330b1d37b,Biden conveys confidence and asks for patience as votes are counted in crucial battlegrounds.,,,,,,,By Shane Goldmacher and Adam Nagourney,"[{'firstname': 'Shane', 'middlename': None, 'lastname': 'Goldmacher', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Adam', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
"There were 38 statewide citizen initiatives being decided across the country on Tuesday, about half the level of the last presidential election.",https://www.nytimes.com/2020/11/04/us/ballot-measures-propositions-2020.html,"There were 38 statewide citizen initiatives being decided across the country on Tuesday, about half the level of the last presidential election.",[Cheers erupt on New York City streets after President-elect Joe Biden’s victory is declared.],P,19,The New York Times,"[{'name': 'subject', 'value': 'Referendums', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Cocaine and Crack Cocaine', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Heroin', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Marijuana', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Constitutional Amendments', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Oregon', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'ARIZONA', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Montana', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'New Jersey', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'South Dakota', 'rank': 11, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 12, 'major': 'N'}, {'name': 'subject', 'value': 'Drug Abuse and Traffic', 'rank': 13, 'major': 'N'}]",2020-11-04 05:05:45+00:00,article,National,U.S.,,News,nyt://article/1721b049-5b76-57f4-9772-cb224f0e67f2,1134,nyt://article/1721b049-5b76-57f4-9772-cb224f0e67f2,Oregon Decriminalizes Small Amounts of Heroin and Cocaine; Four States Legalize Marijuana,,,Voters Ease Drug Charges And Legalize Marijuana,,,,By Thomas Fuller,"[{'firstname': 'Thomas', 'middlename': None, 'lastname': 'Fuller', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Mr. Crenshaw defeated Sima Ladjevardian, an Iranian-born immigrant who had been an adviser to former Representative Beto O’Rourke, in his Houston-area seat.",https://www.nytimes.com/2020/11/04/us/politics/texas-dan-crenshaw.html,"Mr. Crenshaw defeated Sima Ladjevardian, an Iranian-born immigrant who had been an adviser to former Representative Beto O’Rourke, in his Houston-area seat.","Representative Dan Crenshaw, Republican of Texas, won a second term in Congress on Tuesday, fending off a Democratic challenge in his Houston area from Sima Ladjevardian, an Iranian-born immigrant who had been an adviser to former Representative Beto O’Rourke.",,,The New York Times,"[{'name': 'persons', 'value': 'Crenshaw, Dan (1984- )', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elections, House of Representatives', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Navy Seals', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Texas', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Houston (Tex)', 'rank': 7, 'major': 'N'}]",2020-11-04 05:13:01+00:00,article,National,U.S.,Politics,News,nyt://article/5e94affc-d985-5dc2-a1ee-0c3cc171aabc,364,nyt://article/5e94affc-d985-5dc2-a1ee-0c3cc171aabc,"Dan Crenshaw, Star Republican Freshman, Holds On to Texas House Seat",,,,,,,By Shawn Hubler,"[{'firstname': 'Shawn', 'middlename': None, 'lastname': 'Hubler', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"A progressive party in New York appears poised to retain its automatic ballot line, overcoming new barriers backed by the state’s Democratic governor, Andrew M. Cuomo.",https://www.nytimes.com/2020/11/03/us/politics/new-yorks-working-families-party-cleared-the-threshold-to-keep-its-automatic-ballot-line.html,,"A progressive party in New York appears poised to retain its automatic ballot line, overcoming new barriers backed by the state’s Democratic governor, Andrew M. Cuomo.",,,The New York Times,[],2020-11-04 05:51:59+00:00,article,Politics,U.S.,Politics,News,nyt://article/ac56033e-c47c-5eb6-88fb-047ba9f929c4,228,nyt://article/ac56033e-c47c-5eb6-88fb-047ba9f929c4,New York’s Working Families Party cleared the threshold to keep its automatic ballot line.,,,,,,,By Dana Rubinstein,"[{'firstname': 'Dana', 'middlename': None, 'lastname': 'Rubinstein', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
